member_id,product_id,rating,persona_major,neighbor_major,constraint_major,item_major,item_sub,item_name,context,is_bridge
U001,86,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,즉석식품,"건강한끼 곤드레곤약밥 & 피자오믈렛 (냉동), 235g, 1개","건강한끼 곤드레곤약밥 & 피자오믈렛 (냉동), 235g, 1개",1
U001,514,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,버섯류,"국내산 새송이 버섯, 170g, 1개","국내산 새송이 버섯, 170g, 1개",0
U001,480,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,근채류,"국내산 신선하고 싱싱한 깐마늘, 50g, 1개","국내산 신선하고 싱싱한 깐마늘, 50g, 1개",1
U001,113,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,김치/젓갈,"천년의반찬 고들빼기무침, 300g, 1개","천년의반찬 고들빼기무침, 300g, 1개",0
U001,584,1,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,육류/해산물/계란,해산물,"해표 멸치디포리 다시팩, 90g, 1개","해표 멸치디포리 다시팩, 90g, 1개",0
U001,82,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,즉석식품,"오뚜기 진한 쇠고기 미역국밥 컵밥, 314g, 1개","오뚜기 진한 쇠고기 미역국밥 컵밥, 314g, 1개",0
U001,117,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,김치/젓갈,"천년의젓갈 창난젓, 200g, 1개","천년의젓갈 창난젓, 200g, 1개",0
U001,616,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,쌀류,"씻어나온 대구농산 찹쌀가루, 1개, 500g","씻어나온 대구농산 찹쌀가루, 1개, 500g",0
U001,620,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,쌀류,"자연담은 유기농 찹쌀, 250g, 1개","자연담은 유기농 찹쌀, 250g, 1개",0
U001,128,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,기타가공식,"정미경키친 매콤무생채, 150g, 1개","정미경키친 매콤무생채, 150g, 1개",0
U001,491,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,과채류,"국내산 오이맛 고추, 80g, 1개","국내산 오이맛 고추, 80g, 1개",0
U001,331,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,소스,"오뚜기 맛있는 피자소스, 1개, 175g","오뚜기 맛있는 피자소스, 1개, 175g",0
U001,574,1,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,육류/해산물/계란,해산물,"바다받아 다슬기 올갱이 냉동 깐다슬기 고디 자숙 탈각, 700g, 1개","바다받아 다슬기 올갱이 냉동 깐다슬기 고디 자숙 탈각, 700g, 1개",0
U001,328,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,소스,"청정원 진한 토마토케찹, 300g, 1개","청정원 진한 토마토케찹, 300g, 1개",0
U001,397,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,과일,"설향 딸기 중과, 500g, 1개","설향 딸기 중과, 500g, 1개",0
U001,125,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,기타가공식,"맑은물에 찐낫또, 45.5g, 2개입, 1개","맑은물에 찐낫또, 45.5g, 2개입, 1개",0
U001,283,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,가루류,"소다 베이킹소다 150g 베이킹식소다, 1개","소다 베이킹소다 150g 베이킹식소다, 1개",0
U001,345,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,식초/소금/설탕/향신료,"몬 와인식초, 500ml, 1개","몬 와인식초, 500ml, 1개",0
U001,579,2,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,육류/해산물/계란,해산물,"냉동 새조개살 1kg, 1개","냉동 새조개살 1kg, 1개",0
U001,84,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,즉석식품,"오뚜기3분 쇠고기짜장, 1개, 200g","오뚜기3분 쇠고기짜장, 1개, 200g",0
U001,413,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,과일,"국내산 야생 모과 생모과 건조모과500g수작업 깨끗한 손질 토종 진한향과 맛, 건조모과500g, 1개","국내산 야생 모과 생모과 건조모과500g수작업 깨끗한 손질 토종 진한향과 맛, 건조모과500g, 1개",0
U001,102,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,면류,"곰곰 감자 수제비, 300g, 1개","곰곰 감자 수제비, 300g, 1개",0
U001,39,2,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,견과류/건과일/잼/꿀,"[안주킹] 건파인애플, 100g, 1개, 1개","[안주킹] 건파인애플, 100g, 1개, 1개",0
U001,10,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,음료/유제품,두유,"그린덴마크 아몬드, 950ml, 2개","그린덴마크 아몬드, 950ml, 2개",0
U001,90,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,면류,"오뚜기 라면사리 110g, 5개","오뚜기 라면사리 110g, 5개",1
U001,95,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,면류,"곰곰 탱글한 우동사리면, 200g, 1개","곰곰 탱글한 우동사리면, 200g, 1개",0
U001,111,1,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,김치/젓갈,"종가 시원하고 맛있는 열무김치, 290g, 1개","종가 시원하고 맛있는 열무김치, 290g, 1개",1
U001,16,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,음료/유제품,우유,"믈레코비타 3.5% 멸균우유, 250ml, 12개","믈레코비타 3.5% 멸균우유, 250ml, 12개",1
U001,686,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,식용유/기름,"(인도)기 버터 VERKA DESI GHEE 베르카 데시 기히, 452g, 1개","(인도)기 버터 VERKA DESI GHEE 베르카 데시 기히, 452g, 1개",0
U001,158,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,김,"이반장 재래도시락 광천김, 4g, 16개","이반장 재래도시락 광천김, 4g, 16개",1
U002,108,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,김치/젓갈,"한국농협김치 묵은지, 400g, 1개","한국농협김치 묵은지, 400g, 1개",1
U002,216,2,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,빵/케이크/도너츠,"훕훕베이글 유기농 인증 오리지널 베이글, 115g, 1개입, 1개","훕훕베이글 유기농 인증 오리지널 베이글, 115g, 1개입, 1개",0
U002,136,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,기타가공식,"정성식품 연근조림, 100g, 1개","정성식품 연근조림, 100g, 1개",0
U002,12,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,음료/유제품,우유,"서울우유 나100% 우유, 500ml, 1개","서울우유 나100% 우유, 500ml, 1개",1
U002,334,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,소스,"폰타나 밀라노 크림치즈 로제 파스타 소스, 150g, 2개","폰타나 밀라노 크림치즈 로제 파스타 소스, 150g, 2개",0
U002,292,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,식초/소금/설탕/향신료,"곰곰 더맛소금, 95g, 1개","곰곰 더맛소금, 95g, 1개",0
U002,23,2,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,견과류/건과일/잼/꿀,"바프 군옥수수맛 아몬드, 120g, 1개","바프 군옥수수맛 아몬드, 120g, 1개",0
U002,492,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,과채류,"실고추, 1개, 10g","실고추, 1개, 10g",0
U002,660,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,음료/유제품,치즈,"프리코 미니 고다 치즈스틱, 20g, 6개입, 1개","프리코 미니 고다 치즈스틱, 20g, 6개입, 1개",0
U002,137,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,기타가공식,"[ 배가네 반찬 ] 두부조림, 1개, 180g","[ 배가네 반찬 ] 두부조림, 1개, 180g",1
U002,231,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,떡류,"무인양품 수제로 만드는 송편 만들기 키트, 1개, 210g","무인양품 수제로 만드는 송편 만들기 키트, 1개, 210g",0
U002,88,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,즉석식품,"오뚜기 프레스코 양송이 크림스프, 180g, 2개","오뚜기 프레스코 양송이 크림스프, 180g, 2개",0
U002,159,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,김,"광천 맛있는 참기름 새우멸치 자반볶음, 1개, 40g","광천 맛있는 참기름 새우멸치 자반볶음, 1개, 40g",0
U002,58,1,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,드레싱,"백설 하프칼로리 참깨 드레싱, 245g, 1개","백설 하프칼로리 참깨 드레싱, 245g, 1개",0
U002,408,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,과일,"오 달달 바로 먹는 그린버터 아보카도 2개입, 170g, 1개","오 달달 바로 먹는 그린버터 아보카도 2개입, 170g, 1개",0
U002,149,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,기타가공식,"곰곰 한끼 와사비 무쌈, 150g, 1개","곰곰 한끼 와사비 무쌈, 150g, 1개",0
U002,256,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,면류,"리노 파르팔레(리본) 500g, 1개, 200g","리노 파르팔레(리본) 500g, 1개, 200g",0
U002,147,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,기타가공식,"하선정 국내산무 얇은 슬라이스 단무지 4무, 120g, 1개","하선정 국내산무 얇은 슬라이스 단무지 4무, 120g, 1개",0
U002,662,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,음료/유제품,치즈,"발마틴 에멘탈 슈레드치즈, 100g, 1개입, 1개","발마틴 에멘탈 슈레드치즈, 100g, 1개입, 1개",0
U002,46,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,가루류,필리핀 코코넛킹 코코넛크림 파우더 50g 1개,필리핀 코코넛킹 코코넛크림 파우더 50g 1개,0
U002,275,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,가루류,"백설 찹쌀 호떡믹스, 400g, 1개","백설 찹쌀 호떡믹스, 400g, 1개",1
U002,82,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,즉석식품,"오뚜기 진한 쇠고기 미역국밥 컵밥, 314g, 1개","오뚜기 진한 쇠고기 미역국밥 컵밥, 314g, 1개",0
U002,138,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,기타가공식,"제이케이푸드 속초 시래기 코다리 조림 500g 손질 촌드레 생선조림 반찬 /유통기한26.2.13까지, 1개","제이케이푸드 속초 시래기 코다리 조림 500g 손질 촌드레 생선조림 반찬 /유통기한26.2.13까지, 1개",0
U002,331,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,소스,"오뚜기 맛있는 피자소스, 1개, 175g","오뚜기 맛있는 피자소스, 1개, 175g",0
U002,154,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,기타가공식,"에버그린 홀 페퍼론치니 페퍼 370ml, 1개","에버그린 홀 페퍼론치니 페퍼 370ml, 1개",0
U002,98,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,면류,"비엣포 쌀국수 버미셀리 1mm, 300g, 1개","비엣포 쌀국수 버미셀리 1mm, 300g, 1개",1
U002,640,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,곡류/두류,"World Pach Foron 파치포론, 1개, 100g","World Pach Foron 파치포론, 1개, 100g",0
U002,296,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,식초/소금/설탕/향신료,"백설 허브맛 솔트 오리지널, 50g, 1개","백설 허브맛 솔트 오리지널, 50g, 1개",0
U002,413,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,과일,"국내산 야생 모과 생모과 건조모과500g수작업 깨끗한 손질 토종 진한향과 맛, 건조모과500g, 1개","국내산 야생 모과 생모과 건조모과500g수작업 깨끗한 손질 토종 진한향과 맛, 건조모과500g, 1개",0
U002,631,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,깨,"청정식품 HACCP 업소용 수입산 식당 조미료 고소한 햇 들깨가루 1kg 기피 거피, CJC001-4_들깨가루(고움) 1kg, 1개","청정식품 HACCP 업소용 수입산 식당 조미료 고소한 햇 들깨가루 1kg 기피 거피, CJC001-4_들깨가루(고움) 1kg, 1개",0
U002,623,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,곡류/두류,"엉클탁 완두콩, 1kg, 1개","엉클탁 완두콩, 1kg, 1개",0
U002,150,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,기타가공식,"곰곰 국내산 무로 만든 얇은 슬라이스 단무지, 120g, 1개","곰곰 국내산 무로 만든 얇은 슬라이스 단무지, 120g, 1개",0
U002,322,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,장류,"순창궁 태양초 골드 고추장, 170g, 1개","순창궁 태양초 골드 고추장, 170g, 1개",0
U002,233,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,떡류,"주호 백년초감자떡 1.5kg 아이 간식 명절, 1개","주호 백년초감자떡 1.5kg 아이 간식 명절, 1개",0
U002,273,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,가루류,"배대감 옥수수전분, 350g, 1개","배대감 옥수수전분, 350g, 1개",0
U002,382,2,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,과일,"[프리미엄 천혜향] 가락시장 직송 천혜향 고당도 특상품 경매 선별, 1개, 1kg","[프리미엄 천혜향] 가락시장 직송 천혜향 고당도 특상품 경매 선별, 1개, 1kg",0
U002,91,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,면류,"팔도일품 삼선짜장 120g, 4개","팔도일품 삼선짜장 120g, 4개",0
U002,568,2,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,육류/해산물/계란,해산물,"고우하 새우꼬치 180g 10꼬치 대하구이 새우구이 캠핑꼬치 캠핑음식, 없음, 1개","고우하 새우꼬치 180g 10꼬치 대하구이 새우구이 캠핑꼬치 캠핑음식, 없음, 1개",0
U002,277,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,가루류,"베이킹파티 초코슬라이스 케익믹스 500g 브라우니믹스, 1개","베이킹파티 초코슬라이스 케익믹스 500g 브라우니믹스, 1개",0
U002,655,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,음료/유제품,치즈,"(서울우유) 까망베르치즈 125g, 1개","(서울우유) 까망베르치즈 125g, 1개",1
U002,222,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,빵/케이크/도너츠,"제로베이커리 와플 코코넛 (냉동), 48g, 1개입, 1개","제로베이커리 와플 코코넛 (냉동), 48g, 1개입, 1개",0
U002,230,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,떡류,"빚은 3색 찹쌀떡, 55g, 6개입, 1개","빚은 3색 찹쌀떡, 55g, 6개입, 1개",1
U002,92,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,면류,"오뚜기 진비빔면 156g, 4개","오뚜기 진비빔면 156g, 4개",0
U002,456,2,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,육류/해산물/계란,닭/오리/기타,"생생양생 양목뼈 수육용 (냉동), 1개, 1.3kg","생생양생 양목뼈 수육용 (냉동), 1개, 1.3kg",0
U002,236,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,떡류,CJ 햇반 만능 계란 볶음밥 400g,CJ 햇반 만능 계란 볶음밥 400g,1
U002,295,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,식초/소금/설탕/향신료,"유니 레드양념소금 3.5gx50, 3.5g, 1개","유니 레드양념소금 3.5gx50, 3.5g, 1개",0
U002,659,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,음료/유제품,치즈,"엘파스토르 염소치즈 플레인 고트치즈 110g, 1개","엘파스토르 염소치즈 플레인 고트치즈 110g, 1개",0
U002,120,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,김치/젓갈,"설래담 탱글탱글 타코와사비, 80g, 1개","설래담 탱글탱글 타코와사비, 80g, 1개",0
U002,493,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,과채류,"빨강 파프리카, 1개입, 1개","빨강 파프리카, 1개입, 1개",0
U002,64,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,채소/기타,"리틀스푼 동결건조 싱싱 딸기칩, 13g, 1개","리틀스푼 동결건조 싱싱 딸기칩, 13g, 1개",0
U002,410,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,과일,"생과급냉 고창 햇 청일 과상 오디, 1개, 과상2호 특품 1kg","생과급냉 고창 햇 청일 과상 오디, 1개, 과상2호 특품 1kg",0
U002,628,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,곡류/두류,"콘그릿츠 500g 옥수수알갱이 옥수수쌀, 1개","콘그릿츠 500g 옥수수알갱이 옥수수쌀, 1개",0
U002,49,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,과채류,"국내산 브로콜리, 1개입, 1개","국내산 브로콜리, 1개입, 1개",0
U002,11,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,음료/유제품,두유,"이롬 황성주 박사의 두유 우리땅 17곡, 190ml, 16개","이롬 황성주 박사의 두유 우리땅 17곡, 190ml, 16개",0
U002,636,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,곡류/두류,"건강한밥상 간편하게 먹는 영양한컵 롤드오트밀, 500g, 1개","건강한밥상 간편하게 먹는 영양한컵 롤드오트밀, 500g, 1개",0
U002,268,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,가루류,"곰곰 바삭한 부침가루, 1kg, 1개","곰곰 바삭한 부침가루, 1kg, 1개",0
U002,25,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,가루류,"스리랑카 음식 사마포사 시리얼 200g Sri Lankan Samaposha Cereal, 1개","스리랑카 음식 사마포사 시리얼 200g Sri Lankan Samaposha Cereal, 1개",0
U002,86,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,즉석식품,"건강한끼 곤드레곤약밥 & 피자오믈렛 (냉동), 235g, 1개","건강한끼 곤드레곤약밥 & 피자오믈렛 (냉동), 235g, 1개",1
U002,87,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,즉석식품,"오뚜기 고시히카리 쌀죽, 285g, 2개입","오뚜기 고시히카리 쌀죽, 285g, 2개입",1
U002,363,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,떡류,"풀무원 쌀 떡국떡, 500g, 1개","풀무원 쌀 떡국떡, 500g, 1개",0
U002,679,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,음료/유제품,음료/전통주,동아 나랑드 사이다 245ml x30개 자판기 캔음료수도매,동아 나랑드 사이다 245ml x30개 자판기 캔음료수도매,0
U002,496,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,근채류,"대파1단-약 900g, 1개","대파1단-약 900g, 1개",1
U002,347,2,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,식초/소금/설탕/향신료,"지중해산 레몬식초, 900ml, 1개","지중해산 레몬식초, 900ml, 1개",0
U002,287,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,가루류,"곰곰 베트남 고운 고춧가루 매운맛, 100g, 1개","곰곰 베트남 고운 고춧가루 매운맛, 100g, 1개",0
U002,507,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,채소/과일,채소/기타,"국내산 청경채, 150g, 1팩","국내산 청경채, 150g, 1팩",0
U002,637,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,곡류/두류,"고미네 퀴노아, 200g, 1개","고미네 퀴노아, 200g, 1개",0
U002,250,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,면류,"DATA 라이스 페이퍼 16cm, 200g, 1개","DATA 라이스 페이퍼 16cm, 200g, 1개",0
U002,262,2,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,통조림,"유동 번데기 통조림, 130g, 1개","유동 번데기 통조림, 130g, 1개",0
U002,345,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,양념/소스/조미료,식초/소금/설탕/향신료,"몬 와인식초, 500ml, 1개","몬 와인식초, 500ml, 1개",0
U002,13,3,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,음료/유제품,우유,"남양유업 맛있는우유GT 고소한 저지방우유, 900ml, 1개","남양유업 맛있는우유GT 고소한 저지방우유, 900ml, 1개",1
U002,80,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,즉석식품,"양반 100밥 현미밥, 130g, 6개","양반 100밥 현미밥, 130g, 6개",1
U002,280,5,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,쌀/면/떡,가루류,"오뚜기 도나스가루, 500g, 1개","오뚜기 도나스가루, 500g, 1개",0
U002,141,4,쌀/면/떡,가공/편의식/스낵,육류/해산물/계란,가공/편의식/스낵,기타가공식,"정래윤의오늘반찬 가정식 수제반찬 매일 먹어도 맛있는 국내산 감자채볶음 180g, 1개","정래윤의오늘반찬 가정식 수제반찬 매일 먹어도 맛있는 국내산 감자채볶음 180g, 1개",0
